time,seconds_elapsed,text,millisecond_press_duration
1774215378000000,-1787986944.992,bump,79.17900013923645
1774258711000000,-1787986901.659,bump,70.84500002861023
1774262770000000,-1787986897.6,bump,70.77799987792969
1774377164000000,-1787986783.206,bump,87.51399993896484
