version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 17,1788957739217,2026-09-09_12-42-19,Europe/Amsterdam,ios,1.65,2902d61d-d820-4893-92f7-4d834be6a862,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,false,26.6
