version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 17,1789058981136,2026-09-10_16-49-41,Europe/Amsterdam,ios,1.65,1172e465-7286-40af-a8c2-530eb7c5e6c3,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,false,26.6
