version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 16 Pro,1788957096383,2026-09-09_12-31-36,Europe/Amsterdam,ios,1.65,ce2013e9-f8ed-4f6e-93f6-59cb7338ada3,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,false,26.6
