time,seconds_elapsed,text,millisecond_press_duration
1733934040000000,-1787816737.034,bump,120.85899996757507
1733942525000000,-1787816728.549,bump,112.51699995994568
1733950268000000,-1787816720.806,bump,112.50699996948242
1733960986000000,-1787816710.088,bump,95.82400012016296
1734033340000000,-1787816637.734,bump,104.1819999217987
1734035090000000,-1787816635.984,bump,104.17799997329712
1734039433000000,-1787816631.641,bump,104.13899993896484
1734042800000000,-1787816628.274,bump,104.19099998474121
