time,seconds_elapsed,text,millisecond_press_duration
1582830454000000,-1787733290.338,bump,95.85599899291992
1582832713000000,-1787733288.079,bump,112.50099992752075
1582834571000000,-1787733286.221,bump,79.16999983787537
